law_id,law_name,law_number,law_year,article_number,article_label,binding_type,needs_executive_regulation,superseded_by,start_page,end_page,text,text_length
)
1
(
يسري قانون الدولة التي ينتمي اليها الزوج وقت انعقاد الزواج علي الاثار التي
يرتبها عقد الزواج، مما في ذلك من اثر بالنسبة الي المال
.
)2
(
اما الطلاق فيسري عليه قانون الدولة التي ينتمي اليها الزوج وقت الطلاق، ويسري علي
التطليق والانفصال قانون الدولة الت
ي ينتمي اليها الزوج وقت الدعوي
.",292
civil_131_1948,القانون المدني,131,1948,14,مادة 14,general,False,,2,2,"–
في الاحوال المنصوص عليها في المادتين السابقتين اذا اان احد الزوجين مصريا
وقت انعقاد الزواج، يسري القانون المصري وحده، فما عدا شرط الاهلية للزواج
.",148
civil_131_1948,القانون المدني,131,1948,15,مادة 15,general,False,,2,2,"–
يسري علي الالزام بالنفقة فيما بين الاقارب، قانون المدين
.بها",62
civil_131_1948,القانون المدني,131,1948,16,مادة 16,general,False,,2,2,"–
يسري علي المسايل الموضوعية الخاصة بالولاية والوصاية والقوامة وغيرها من
النظم الموضوعة لحماية المحجورين والغايبين، قانون الشخص الذي تجب حمايته
.",145
civil_131_1948,القانون المدني,131,1948,17,مادة 17,general,False,,2,2,"–
)
1
(
، يسري علي الميراث والوصية وساير التصرفات المضافة الي ما بعد الموت
قانون المورث او
الموصي او من صدر منه التصرف وقت موته
.
)2
(
ومع ذلك يسري علي شكل الوصية، قانون الموصي

وقت الايصاء او قانون البلد الذي تمت فيه الوصية، واذلك الحكم في شكل ساير التصرفات
المضافة الي ما بعد الموت
.",285
civil_131_1948,القانون المدني,131,1948,18,مادة 18,general,False,,2,2,"–
، يسري علي الحيازة والملكية والحقوق العينية الاخري
قانون الموقع فيما يختص
بالعقار، ويسري بالنسبة الي المنقول، قانون الجهة التي يوجد فيها هذا المنقول وقت تحقق
السبب الذي ترتب عليه اسب الحيازة او الملكية او الحقوق العينية الاخري او فقدها
.",239
civil_131_1948,القانون المدني,131,1948,19,مادة 19,general,False,,2,2,"–
)
1
(يسري علي الالتزامات التعاقدية، قانون الدولة التي يوجد
فيها الموطن المشترك
للمتعاقدين اذا اتحدا موطنا، فان اختلفا موطنا سري قانون الدولة التي تم فيها العقد
.
هذا ما لم
يتفق المتعاقدان او يتبين من الظروف ان قانونا اخر هو الذي يراد تطبيقه
.
)2
(
علي ان قانون موقع العقار هو الذي يسري علي العقود التي ابرمت في شان
هذا العقار
.",329
civil_131_1948,القانون المدني,131,1948,20,مادة 20,optional,False,,2,2,"–
العقود ما بين الاحياء تخضع في شكلها لقانون البلد الذي تمت فيه، ويجوز ايضا ان
تخضع للقانون الذي يسري علي احكامها الموضوعية، اما يجوز ان تخضع لقانون موطن
المتعاقدين او قانونهما الوطني المشترك
.",193
civil_131_1948,القانون المدني,131,1948,21,مادة 21,general,False,,2,3,"–
)
1
(يسري علي الالتزامات غير الت
عاقدية قانون البلد الذي وقع فيه الفعل المنشي
للالتزام
.
)
2
(
علي انه فيما يتعلق بالالتزامات الناشية عن الفعل الضار، لا تسري احكام الفقرة السابقة
علي الوقايع التي تحدث في الخارج وتكون مشروعة في مصر وان اانت تعد غير مشروعة في
البلد الذي وقعت فيه
.",281
civil_131_1948,القانون المدني,131,1948,22,مادة 22,general,False,,3,3,"– يس
ري علي قواعد الاختصاص وجميع المسايل الخاصة بالاجراءات قانون البلد الذي
تقام فيه الدعوي او تباشر فيه الاجراءات
.",116
civil_131_1948,القانون المدني,131,1948,23,مادة 23,general,False,,3,3,"–
لا تسري احكام المواد السابقة الا حيث لا يوجد نص علي خلاف ذلك في قانون
خاص او في معاهدة دولية نافذة في مصر
.",109
civil_131_1948,القانون المدني,131,1948,24,مادة 24,general,False,,3,3,"– تتبع فيما لم يرد ف
ي شانه نص في المواد السابقة من احوال تنازع القوانين مبادي
القانون الدولي الخاص
.",101
civil_131_1948,القانون المدني,131,1948,25,مادة 25,mandatory,False,,3,3,"–
)
1
(
يعين القاضي القانون الذي يجب تطبيقه في حالة الاشخاص الذين لا تعرف لهم
جنسية، او الذين تثبت لهم جنسيات متعددة في وقت واحد
.
)2
(علي ان الاشخاص الذين تثبت لهم في وق
ت واحد بالنسبة الي مصر الجنسية المصرية،
وبالنسبة الي دولة اجنبية او عدة دول اجنبية جنسية تلك الدول، فالقانون المصري هو الذي يجب
تطبيقه
.",307
civil_131_1948,القانون المدني,131,1948,26,مادة 26,mandatory,False,,3,3,"–
متي ظهر من الاحكام الواردة في المواد المتقدمة ان القانون الواجب التطبيق هو
قانون دولة معينة تتعدد فيها الشرا
يع، فان القانون الداخلي لتلك الدولة هو الذي يقرر اية شريعة
من هذه يجب تطبيقها
.",190
civil_131_1948,القانون المدني,131,1948,27,مادة 27,general,False,,3,3,"–
اذا تقرر ان قانونا اجنبيا هو الواجب التطبيق فلا يطبق منه الا احكامه الداخلية، دون
التي تتعلق بالقانون الدولي الخاص
.",118
civil_131_1948,القانون المدني,131,1948,28,مادة 28,mandatory,False,,3,3,"–
لا يجوز تطبيق احكام قانون اجنبي عينته
–
النصوص السابقة، اذا اانت هذه الاحكام
مخالفة للنظام العام او للاداب في مصر
.

الفصل الثاني
–
الاشخاص

1
- الشخص الطبيعي",160
civil_131_1948,القانون المدني,131,1948,29,مادة 29,general,False,,3,3,"–
)
1
(تبدا شخصية الانسان بتمام ولادته حيا، وتنتهي بموته
.
)2
(ومع ذلك فحقوق الحمل المستكن يعينها القانون
.",107
civil_131_1948,القانون المدني,131,1948,30,مادة 30,general,False,,3,3,"–
)
1
(تثبت الولا
دة والوفاة بالسجلات الرسمية المعدة لذلك
.
)2
(
فاذا لم يوجد هذا الدليل، او تبين عدم صحة ما ادرج بالسجلات، جاز الاثبات باية طريقة
اخري
.",153
civil_131_1948,القانون المدني,131,1948,31,مادة 31,general,False,,3,3,"– دفاتر المواليد والوفيات والتبليغات المتعلقة بها، ينظمها قانون خاص
.",69
civil_131_1948,القانون المدني,131,1948,32,مادة 32,general,False,,3,3,"– يسري في شان المفقود والغايب الا
حكام المقررة في قوانين خاصة، فان لم توجد
فاحكام الشريعة الاسلامية
.",101
civil_131_1948,القانون المدني,131,1948,33,مادة 33,general,False,,3,3,"– الجنسية المصرية ينظمها قانون خاص
.",36
civil_131_1948,القانون المدني,131,1948,34,مادة 34,general,False,,3,3,"–
)
1
(تتكون اسرة الشخص من ذوي قرباه
.
)2
(ويعتبر من ذوي القربي ال من يجمعهم اصل مشترك
.",88
civil_131_1948,القانون المدني,131,1948,35,مادة 35,general,False,,3,3,"–
)
1
(القرابة المباشرة هي الصلة ما بين الا
صول والفروع
.
)2
(
وقرابة الحواشي هي الرابطة ما بين اشخاص يجمعهم اصل مشترك، دون ان يكون احدهم
فرعا للاخر
.",150
civil_131_1948,القانون المدني,131,1948,36,مادة 36,general,False,,3,3,"–
يراعي في حساب درجة القرابة المباشرة، اعتبار ال فرع درجة عند الصعود
للاصل بخروج هذا الاصل، وعند حساب درجة الحواشي تعد الدرجات صعودا من الفرع

للاصل المشترك، ثم نزولا منه الي الفرع الاخر، وال فرع فيما عدا الاصل المشترك يعتبر
درجة
.",231
civil_131_1948,القانون المدني,131,1948,37,مادة 37,general,False,,3,3,"– اقارب احد الزوجين يعتبرون في نفس القرابة والدرجة بالنسبة الي الزوج الاخر
.",76
civil_131_1948,القانون المدني,131,1948,38,مادة 38,general,False,,4,4,"– يكون لكل شخص اسم ولقب، ولقب الشخص يلحق اولاده
.",49
civil_131_1948,القانون المدني,131,1948,39,مادة 39,general,False,,4,4,"– ينظم بتشريع خ
اص ايفية ااتساب الالقاب وتغيرها
.",49
civil_131_1948,القانون المدني,131,1948,40,مادة 40,optional,False,,4,4,"–
)
1
(الموطن هو المكان الذي يقيد فيه الشخص عادة
.
)2
(ويجوز ان يكون للشخص في وقت واحد ااثر من موطن، اما يجوز الا يكون له موطن ما
.",131
civil_131_1948,القانون المدني,131,1948,41,مادة 41,general,False,,4,4,"–
يعتبر المكان الذي يباشر فيه الشخص تجارة او حرفة موطنا بالنسبة الي ادارة
الا
عمال المتعلقة بهذه التجارة او الحرفة
.",116
civil_131_1948,القانون المدني,131,1948,42,مادة 42,general,False,,4,4,"-
)
1
(
موطن القاصر والمحجوز عليه والمفقود والغايب هو موطن من ينوب عن هولاء
قانونا
.
)2
(
ومع ذلك يكون للقاصر الذي بلغ ثماني عشرة سنة ومن في حكمه موطن خاص، بالنسبة
الي الاعمال والتصرفات التي يعتبره القانون اهلا لم
باشرتها
.",223
civil_131_1948,القانون المدني,131,1948,43,مادة 43,optional,False,,4,4,"–
)
1
(يجوز اتخاذ موطن مختار لتنفيذ عمل قانوني معين
.
)2
(ولا يجوز اثبات وجود الموطن المختار الا بالكتابة
.
)3
(
، والموطن المختار لتنفيذ عمل قانوني يكون هو الموطن بالنسبة الي ال ما يتعلق بهذا العمل
بما في ذلك اجراءات التنفيذ الجبري، الا اذا
اشترط صراحة قصر هذا الموطن علي اعمال دون
اخري
.",289
civil_131_1948,القانون المدني,131,1948,44,مادة 44,general,False,,4,4,"–
)
1
(
ال شخص بلغ سن الرشد متمتعا بقواه العقلية، ولم يحجر عليه، يكون اامل
الاهلية لمباشرة حقوقه المدنية
.
)2
(وسن الرشد هي احدي وعشرون سنة ميلادية ااملة
.",155
civil_131_1948,القانون المدني,131,1948,45,مادة 45,general,False,,4,4,"–
)
1
(لا يكون اهلا لمباشرة حقوقه المدن
ية من اان فاقد التميز لصغر في السن او عته
او جنون
.
)2
(وال من لم يبلغ السابعة يعتبر فاقدا للتميز
.",139
civil_131_1948,القانون المدني,131,1948,46,مادة 46,general,False,,4,4,"–
ال من بلغ سن التمييز ولم يبلغ سن الرشد، وال من بلغ سن الرشد واان سفها او ذا
غفلة، يكون ناقص الاهلية وفقا لما يقرره القانون
.",126
civil_131_1948,القانون المدني,131,1948,47,مادة 47,general,False,,4,4,"– يخضع فاقدو ا
لاهلية وناقصوها بحسب الاحوال لاحكام الولاية او الوصاية او القوامة
بالشروط ووفقا للقواعد المقررة في القانون
.",123
civil_131_1948,القانون المدني,131,1948,48,مادة 48,general,False,,4,4,"– ليس لحد النزول عن اهليته ولا التعديل في احكامها
.",51
civil_131_1948,القانون المدني,131,1948,49,مادة 49,general,False,,4,4,"– ليس لحد النزول عن حريته الشخصية
.",35
civil_131_1948,القانون المدني,131,1948,50,مادة 50,general,False,,4,4,"– لكل من وقع عليه اعتداء غير مشروع في
حق من الحقوق الملازمة لشخصيته، ان
يطلب وقف هذا الاعتداء مع التعويض عما يكون قد لحقه من ضرر
.",130
civil_131_1948,القانون المدني,131,1948,51,مادة 51,general,False,,4,4,"–
، لكل من نازعه الغير في استعمال اسمه بلا مبرر، ومن انتحل الغير اسمه دون حق
ان يطلب وقف هذا الاعتداء مع التعويض عما يكون قد لحقه من ضرر
.
2
- الشخص الاعتب
اري",159
civil_131_1948,القانون المدني,131,1948,52,مادة 52,general,False,,4,4,"– الاشخاص الاعتبارية هي
:
1
-
الدولة واذلك المديريات والمدن والقري بالشروط التي يحددها القانون والادارات والمصالح
وغيرها من المنشات العامة التي يمنحها القانون شخصية اعتبارية
.
2
- الهييات والطوايف الدينية التي تعترف لها الدولة بشخصية اعتبارية
.
3
-
الاوقاف

4
- الشراات التجارية والمدنية

5
- الجمعيات والموسسات المنشاة للاحكام التي ستاتي فيما بعد
.
6
-
ال مجموعة من الاشخاص او الاموال تثبت لها الشخصية الاعتبارية بمقتضي نص في
القانون
.",436
civil_131_1948,القانون المدني,131,1948,53,مادة 53,general,False,,4,5,"–
)
1
(
الشخص الاعتباري يتمتع بجميع الحقوق الا ما اان منها ملازما
لصفة الانسان
الطبيعية، وذلك في الحدود التي قررها القانون
.
)
2
(
فيكون له
:
( ا )
ذمة مالية مستقلة
.
)
( ب
اهلية في الحدود التي يعينها سند انشايه، او التي يقررها القانون
.
( ج )
حق التقاضي

( د )
موطن مستقل
.
ويعتبر موطنه المكان الذي يوجد فيه مراز ادارته
.
وال
شراات التي يكون
مرازها الرييسي في الخارج ولها نشاط في مصر يعتبر مراز ادارتها، بالنسبة الي القانون
الداخلي، المكان الذي توجد فيه الادارة المحلية
.
)3
(ويكون له نايب يعبر عن ارادته
.
الجمعيات

المواد من 54
الي80 ملغاة
)1
(

الفصل الثالث
–
تقسيم الاشياء والامو
ال",587
civil_131_1948,القانون المدني,131,1948,81,مادة 81,general,False,,5,5,"–
)
1
(
ال شيء غير خارج عن التعامل بطبيعته او بحكم القانون يصح ان يكون محلا
للحقوق المالية
.
)2
(
، والاشياء التي تخرج عن التعامل بطبيعتها هي التي لا يستطيع احد ان يستاثر بحيازتها
واما الخارجة بحكم القانون فهي التي لا يجيز القانون ان تكون محلا للحق
وق المالية
.",261
civil_131_1948,القانون المدني,131,1948,82,مادة 82,optional,False,,5,5,"–
)
1
(
ال شيء مستقر بحيزه ثابت فيه لا يمكن نقله من دون تلف، فهو عقار وال ما
عدا ذلك من شيء فهو منقول
.
)2
(
ومع ذلك يعتبر عقارا بالتخصيص، المنقول الذي يضعه صاحبه في عقار يملكه، رصدا
علي خدمة هذا العقار او استغلاله
.",216
civil_131_1948,القانون المدني,131,1948,83,مادة 83,general,False,,5,5,"–
)
1
(
يعتبر
مالا عقاريا ال حق عيني يقع علي عقار، بما في ذلك حق الملكية،
واذلك ال دعوي تتعلق بحث عيني علي عقار
.
)2
(ويعتبر مالا منقولا ما عدا ذلك من الحقوق المالية
.",167
civil_131_1948,القانون المدني,131,1948,84,مادة 84,general,False,,5,5,"–
)
1
(
الاشياء القابلة للاستهلاك هي التي ينحصر استعمالها، بحسب ما اعدت له، في
استهلااها او ان
فاقها
.
)2
(فيعتبر قابلا للاستهلاك ال ما اعد في المتاجر للبيع
.",158
civil_131_1948,القانون المدني,131,1948,85,مادة 85,general,False,,5,5,"–
الاشياء المثلية هي التي يقوم بعضها مقام بعض عند الوفاء، والتي تقدر عادة في
التعامل بين الناس بالعدد او المقاس او الكيل او الوزن
.
مادة
86
– الحقوق التي ترد علي شيء غير مادي تنظمها قوا
نين خاصة
.",196
civil_131_1948,القانون المدني,131,1948,87,مادة 87,mandatory,False,,5,5,"–
)
1
(
تعتبر اموالا عامة، العقارات والمنقولات التي للدولة او للاشخاص الاعتبارية
العامة، والتي تكون مخصصة لمنفعة عامة بالفعل او بمقتضي قانون او مرسوم او قرار من
الوزير المختص
.
)2
(
وهذه الاموال لا يجوز التصرف فيها او الحجز عليها او تملكها
بالتقادم
)1
.(",254
civil_131_1948,القانون المدني,131,1948,88,مادة 88,general,False,,5,6,"–
تفقد الاموال العامة صفتها العامة بانهاء تخصيصها للمنفعة العامة
.
وينتهي
التخصيص بمقتضي قانون او مرسوم او قرار من الوزير المختص او بالفعل، او بانتهاء
الغرض الذي من اجله خصصت تلك الاموال للمنفعة العامة
)2
.(

القسم
الاول -
الالتزامات اوالحقوق الشخصية

الكتاب الاول-
الالتزامات بوجه عام
الكتاب الاول-
الباب الاول- مصادر الالتزام

الفصل الاول
–
العقد

1
-اراان العقد

الرضاء
:",374
civil_131_1948,القانون المدني,131,1948,89,مادة 89,general,False,,6,6,"–
يتم العقد بمجرد ان يتبادل طرفان التعبير عن ارادتين متطابقتين، مع مراعاة ما
يقر
ره القانون فوق ذلك من اوضاع معينة لانعقاد العقد
.",130
civil_131_1948,القانون المدني,131,1948,90,مادة 90,general,False,,6,6,"–
)
1
(
التعبير عن الارادة يكون باللفظ والكتابة وبالاشارة المتداولة عرفا، اما يكون
باتخاذ موقف لا تدع ظروف الحال شكا في دلالته علي حقيقة المقصود
.
)2
(ويجوز ان يكون التعبير عن الارادة ضمنيا، اذا لم ين
ص القانون او يتفق الطرفان علي ان
يكون صريحا
.",246
civil_131_1948,القانون المدني,131,1948,91,مادة 91,general,False,,6,6,"–
ينتج التعبير عن الارادة اثره في الوقت الذي يتصل فيه بعلم من وجه اليه، ويعتبر
وصول التعبير قرينة علي العلم به، ما لم يقم الدليل علي عكس ذلك
.",142
civil_131_1948,القانون المدني,131,1948,92,مادة 92,general,False,,6,6,"– اذا مات من صدر منه التعبير عن الارادة او فقد اهل
يته قبل ان ينتج التعبير اثره فان
ذلك لا يمنع من ترتب هذا الاثر عند اتصال التعبير بعلم من وجه اليه، هذا ما لم يتبين العكس
من التعبير او من طبيعة التعامل
.",204
civil_131_1948,القانون المدني,131,1948,93,مادة 93,general,False,,6,6,"–
)
1
(
اذا عين ميعاد للقبول التزم الموجب بالبقاء علي ايجابه الي ان ينقضي هذا
الميعاد
.
)2
(وقد ي
ستخلص الميعاد من ظروف الحال او من طبيعة المعاملة
.",148
civil_131_1948,القانون المدني,131,1948,94,مادة 94,general,False,,6,6,"–
)
1
(
اذا صدر الايجاب في مجلس العقد، دون ان يعين ميعاد القبول، فان الموجب
يتحلل من ايجابه اذا لم يصدر القبول فورا، واذلك الحال اذا صدر الايجاب عن شخص الي اخر
بطريق التليفون او باي طريق مماثل
.
)2
(
ومع ذلك يتم العقد، واو لم يصدر القبول فورا، اذا لم يوجد ما يدل علي ان الموجب قد عدل
عن ايجابه في الفترة ما بين الايجاب والقبول، واان القبول قد صدر قبل ان ينفض مجلس العقد
.",371
civil_131_1948,القانون المدني,131,1948,95,مادة 95,general,False,,6,6,"– اذا اتفق الطرفان علي جميع المسايل الجوهرية في العقد، واحتفظا بمسايل ت
فصيلية
عليها فيما بعد ولم يشترطا ان العقد لا يتم عند عدم الاتفاق عليها، اعتبر العقد قد تم
.
واذا قام
خلاف علي المسايل التي لم يتم الاتفاق عليها، فان المحكمة تقضي فيها طبقا لطبيعة المعاملة
ولاحكام القانون والعرف والعدالة
.",293
civil_131_1948,القانون المدني,131,1948,96,مادة 96,general,False,,6,6,"– اذا اقترن القبول بما يز
يد في الايجاب او يقيد منه او يعدل فيه، اعتبر رفضا يتضمن
ايجابا جديدا
.",96
civil_131_1948,القانون المدني,131,1948,97,مادة 97,general,False,,6,6,"–
)
1
(
يعتبر التعاقد ما بين الغايبين قد تم في المكان وفي الزمان اللذين يعلم فيهما
الموجب بالقبول، ما لم يوجد اتفاق او نص قانوني يقضي بغير ذلك
.
)2
(ويفترض ان الموجب قد علم بالقبو
ل في المكان وفي الزمان اللذان وصل اليه فيهما هذا
القبول
.",237
civil_131_1948,القانون المدني,131,1948,98,مادة 98,general,False,,6,6,"–
)
1
(
اذا اانت طبيعة المعاملة او العرف او غير ذلك من الظروف تدل علي ان
الموجب لم يكن لينتظر تصريحا بالقبول، فان العقد يعتبر قد تم، اذا لم يرفض الايجاب في وقت
مناسب
.
)2
(ويعتبر السكوت عن الر
د قبولا، اذا اان هناك تعامل سبق بين المتعاقدين واتصل الايجاب
بهذا التعامل، او اذا تمخض ايجاب لمنفعة من وجه اليه
.",306
civil_131_1948,القانون المدني,131,1948,99,مادة 99,general,False,,6,6,"–
لا يتم العقد في المزايدات الا برسوم المزاد، ويسقط العطاء بعطاء يزيد عليه ولو
اان باطلا
.",90
civil_131_1948,القانون المدني,131,1948,100,مادة 100,general,False,,6,6,"– القبول في عقود الاذعان يقتصر عل
ي مجرد التسليم بشروط مقررة يضعها الموجب
ولا يقبل مناقشة فيها
.",96
civil_131_1948,القانون المدني,131,1948,101,مادة 101,mandatory,False,,7,7,"–
)
1
(
الاتفاق الذي يعد بموجبه الا المتعاقدين

او احداهما بابرام عقد معين في المستقبل لا ينعقد، الا اذا عينت جميع المسايل الجوهرية للعقد
المراد ابرامه، والمدة التي يجب ابرامه فيها
.
)2
(
واذا اشترط القانون لتمام العقد استيفاء شكل معين، فهذا الشكل تجب مراعاته ايضا في
الاتفاق الذي يتضمن الوعد بابرام هذا العقد
.",311
civil_131_1948,القانون المدني,131,1948,102,مادة 102,general,False,,7,7,"–
اذا وعد شخص بابرام عقد ثم نكل وقاضاه المتعاقد الاخر طالبا تنفيذ الوعد، واانت
الشروط اللازمة لتمام العقد وبخاصة ما يتعلق م
نها بالشكل متوافرة، قام الحكم متي حاز قوة
الشيء المقضي به مقام العقد
.",194
civil_131_1948,القانون المدني,131,1948,103,مادة 103,general,False,,7,7,"–
)
1
(
، دفع العربون وقت ابرام العقد يفيد ان لكل من المتعاقدين الحق في العدول عنه
الا اذا قضي الاتفاق بغير ذلك
.
)2
(
فاذا عدل من دفع العربون وقت، فقده
.
واذا عدل من قبضه، رد ضعف
. ه
هذا ولو لم يترتب
علي العدول اي ضرر
.",220
civil_131_1948,القانون المدني,131,1948,104,مادة 104,general,False,,7,7,"–
)
1
(
اذا تم العقد بطريق النيابة، اان شخص النايب لا شخص الاصيل هو محل
الاعتبار عند النظر في عيوب الارادة او في اثر العلم ببعض الظروف الخاصة، او افتراض
العلم بها حتما
.
)2
(ومع ذلك اذا اان النايب وايلا ويتصر
ف وفقا لتعليمات

معينة صدرت له من مواله، فليس للموال ان يتمسك بجهل النايب لظروف اان يعلمها هو، او
اان المفروض حتما ان يعلمها
.",335
civil_131_1948,القانون المدني,131,1948,105,مادة 105,general,False,,7,7,"–
اذا ابرم النايب في حدود نيابته عقدا باسم الاصيل فان ما ينشا عن هذا العقد من
حقوق والتزامات يضاف الي الاصيل
.",110
civil_131_1948,القانون المدني,131,1948,106,مادة 106,general,False,,7,7,"–
اذا لم يعلن العاقد وقت ابرام العقد انه يتعاقد بصفته نايبا، فان اثر العقد لا يضاف
الي الاصيل داينا او مدينا، الا اذا اان من المفروض حتما ان من تعاقد معه النايب يعلم بوجود
النيابة، او اان يستوي عنده ان يتعامل مع الاصيل او النايب
.",230
civil_131_1948,القانون المدني,131,1948,107,مادة 107,general,False,,7,7,"–
اذا اان النايب
ومن تعاقد معه يجهلان معا وقت العقد انقضاء النيابة، فان اثر العقد
الذي يبرمه، حقا اان او التزاما، يضاف الي الاصيل او خلفايه
.",141
civil_131_1948,القانون المدني,131,1948,108,مادة 108,mandatory,False,,7,7,"–
لا يجوز لشخص ان يتعاقد مع نفسه باسم من ينوب عنه، سواء ااان التعاقد لحسابه
هو ام لحساب شخص اخر دون ترخيص من الاصيل
عل.
ي انه يجوز للاصيل في هذه الحالة ان
يجيز التعاقد
.
ال هذا مع مراعاة ما يخالفه، مما يقضي به القانون او قواعد التجارة
.",236
civil_131_1948,القانون المدني,131,1948,109,مادة 109,general,False,,7,7,"– ال شخص اهل للتعاقد ما لم تسلب اهليته او يحد منها بحكم القانون
.",65
civil_131_1948,القانون المدني,131,1948,110,مادة 110,general,False,,7,7,"– ليس للصغير غير المميز حق التصرف في ماله، وتكون جميع تصر
فاته باطلة
.",70
civil_131_1948,القانون المدني,131,1948,111,مادة 111,general,False,,7,7,"–
)
1
(
ًاذا اان الصبي مميزا اانت تصرفاته المالية صحيحة متي اانت نافعة نفعا
محضا، وباطلة متي اانت ضارة ضرراً محضا
.
)2
(
، اما التصرفات المالية الدايرة بين النفع والضرر، فتكون قابلة للابطال لمصلحة القاصر
ويزول حق التمسك بالابطال اذا اجاز
القاصر التصرف بعد بلوغه سن الرشد، او اذا صدرت
الاجازة من ولية او من المحكمة يحسب الاحوال وفقا للقانون
.",341
civil_131_1948,القانون المدني,131,1948,112,مادة 112,general,False,,7,7,"–
اذا بلغ الصبي المميز الثامنة عشرة من عمره واذن له في تسلم امواله لادارتها، او
تسلمها بحكم القانون، اانت اعمال الادارة منه صحيحة في الحدود ال
تي رسمها القانون
.",161
civil_131_1948,القانون المدني,131,1948,113,مادة 113,general,False,,7,7,"–
المجنون والمعتوه وذو الغفلة والسفيه تحجر عليهم المحكمة، وترفع الحجر عنهم
–
وفقا للقواعد وللاجراءات المقررة في القانون
.",121
civil_131_1948,القانون المدني,131,1948,114,مادة 114,general,False,,7,7,"-
)
1
(
يقع باطلا تصرف المجنون والمعتوه، اذا صدر التصرف بعد تسجيل قرار
الحجر
.
)2
(
اما اذا صدر التصرف
قبل تسجيل قرار الحجر فلا يكون باطلا الا اذا اانت حالة الجنون او
العته شايعة وقت التعاقد، او اان الطرف الاخر علي بينة منها
.",226
civil_131_1948,القانون المدني,131,1948,115,مادة 115,general,False,,8,8,"–
)
1
(
اذا صدر تصرف من ذي الغفلة او من السفيه بعد تسجيل قرار الحجر، سري
علي هذا التصرف ما يسري علي تصرفاته الصبي المميز من
احكام
.
)2
(
اما التصرف الصادر قبل تسجيل قرار الحجر فلا يكون باطلا او قابلا للابطال، الا اذا اان
نتيجة استغلال او تواطو
.",245
civil_131_1948,القانون المدني,131,1948,116,مادة 116,general,False,,8,8,"–
)
1
(
يكون تصرف المحجور عليه لسفه او غفلة بالوقف او بالوصية صحيحا، متي
اذنته المحكمة في ذلك
.
)2
(وتكون اعمال الادارة الصادرة من
المحجور عليه لسفه الماذون له بتسلم امواله، صحيحة
في الحدود التي رسمها القانون
.",210
civil_131_1948,القانون المدني,131,1948,117,مادة 117,general,False,,8,8,"-
)
1
(
اذا اان الشخص اصم ابكم، او اعمي ابكم، وتعذر عليه بسبب ذلك التعبير عن
ارادته، جاز للمحكمة ان تعين له مساعدا قضاييا يعاونه في التصرفات التي تقتضي مصلحته
فيها ذل
. ك
)2
(
ويكون قابلا للابطال ال تصرف من التصرفات التي تقررت المساعدة القضايية فيها، متي
صدر من الشخص الذي تقررت مساعدته قضاييا بغير معاونة المساعد، اذا صدر التصرف بعد
تسجيل قرار المساعدة
.",355
civil_131_1948,القانون المدني,131,1948,118,مادة 118,general,False,,8,8,"– التصرفات الصادرة من الاوصياء والقوام، تكون صحيحة في الحد
ود التي رسمها
القانون
.",82
civil_131_1948,القانون المدني,131,1948,119,مادة 119,optional,False,,8,8,"–
يجوز لناقص الاهلية ان يطلب ابطال العقد، وهذا مع عدم الاخلال بالزامه
بالتعويض، اذا لجا الي طرق احتيالية ليخفي نقص اهليته
.",123
civil_131_1948,القانون المدني,131,1948,120,مادة 120,general,False,,8,8,"-
اذا وقع المتعاقد في غلط جوهري جاز له ان يطلب ابطال العقد، ان اان المتعاقد
الاخر قد وقع
مثله في هذا الغلط، او اان علي علم به، او اان من السهل عليه ان يتبينه
.",159
civil_131_1948,القانون المدني,131,1948,121,مادة 121,mandatory,False,,8,8,"–
)
1
(
يكون الغلط جوهريا اذا بلغ حدا من الجسامة بحيث يمتنع معه المتعاقد عن ابرام
العقد لو لم يقع في هذا الغلط
.
)2
(ويعتبر الغلط جوهريا علي الاخص
.
( ا )
اذا وقع في صفة للشيء تكون
جوهرية في اعتبار المتعاقدين او يجب اعتبارها اذلك لما
يلابس العقد من ظروف ولما ينبغي في التعامل من حسن نية
.
)
( ب
اذا وقع في ذات التعاقد او في صفة صفاته، واانت تلك الذات او هذه الصفة السبب
الرييسي في التعاقد
.",390
civil_131_1948,القانون المدني,131,1948,122,مادة 122,general,False,,8,8,"– يكون العقد قابلا للابطال لغلط في الق
انون، اذا توافرت فيه شروط الغلط في الواقع
طبقا للمادتين السابقتين، هذا ما لم يقض القانون بغيره
.",135
civil_131_1948,القانون المدني,131,1948,123,مادة 123,mandatory,False,,8,8,"–
لا يوثر في صحة العقد مجرد الغلط في الحساب، ولا غلطات القلم، ولكن يجب
تصحيح الغلط
.",84
civil_131_1948,القانون المدني,131,1948,124,مادة 124,general,False,,8,8,"–
)
1
(ليس لمن وقع في غلط ان يتمسك به علي وجه يتعارض مع م
ا يقضي به حسن
النية
.
)2
(
ويبقي بالاخص ملزما بالعقد الذي قصد ابرامه، اذا اظهر الطرف الاخر استعداده لتنفيذ هذا
العقد
.",176
